cam_entropy,cam_mean,cam_std,cam_max,cam_sparsity,pred_conf,pred_class,filename,true_label
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_27.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_28.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_29.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_30.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_31.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_32.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_33.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_34.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_35.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_36.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_37.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_38.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_39.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_40.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_41.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_42.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_43.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_44.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_45.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_46.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_47.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_48.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_49.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_50.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_51.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_52.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_53.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_54.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_55.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_56.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_57.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_58.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_59.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_60.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_61.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_62.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_63.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_64.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_65.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_66.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_67.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_68.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_69.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_70.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_71.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_72.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_73.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_74.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_75.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_76.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_77.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_78.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_79.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_80.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_81.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_82.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_83.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_84.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_85.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_86.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_87.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_88.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_89.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_90.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_91.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_92.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_93.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_94.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_95.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_96.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_97.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_98.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_99.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_100.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_101.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_102.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_103.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_104.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_105.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_106.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_107.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_108.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_109.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_110.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_111.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_112.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_113.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_114.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_115.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_116.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_117.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_118.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_119.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_120.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_121.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_122.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_123.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_124.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_125.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_126.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_127.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_128.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_129.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_130.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_131.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_132.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_133.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_134.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_135.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_136.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_137.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_138.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_139.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_140.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_141.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_142.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_143.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_144.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_145.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_146.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_147.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_148.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_149.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_150.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_151.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_152.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_153.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_154.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_155.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_156.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_157.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_158.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_159.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_160.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_161.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_162.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_163.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_164.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_165.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_166.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_167.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_168.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_169.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_170.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_171.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_172.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_173.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_174.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_175.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_176.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_177.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_178.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_179.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_180.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_181.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_182.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_183.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_184.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_185.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_186.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_187.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_188.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_189.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_190.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_191.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_192.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_193.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_194.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_195.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_196.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_197.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_198.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_199.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_200.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_201.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_202.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_203.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_204.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_205.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_206.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_207.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_208.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_209.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_210.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_211.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_212.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_213.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_214.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_215.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_216.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_217.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_218.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_219.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_220.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_221.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_222.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_223.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_224.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_225.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_226.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_227.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_228.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_229.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_230.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_231.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_232.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_233.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_234.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_235.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_236.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_237.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_238.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_239.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_240.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_241.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_242.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_243.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_244.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_245.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_246.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_247.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_248.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_249.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_250.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_251.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_252.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_253.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_254.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_255.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_256.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_257.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_258.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_259.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_260.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_261.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_262.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_263.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_264.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_265.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_266.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_267.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_268.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_269.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_270.png,doctor
8.089003,0.00024414062,0.00013274816,0.00038152313,0.0947265625,1.0,0,doctor_271.png,doctor
